Time, Value
17:35:40, 161
17:35:40, 156
17:35:40, 138
17:35:40, 124
17:35:40, 102
17:35:40, 82
17:35:40, 89
17:35:40, 106
17:35:40, 105
17:35:40, 73
17:35:40, 39
17:35:40, 53
17:35:40, 109
17:35:40, 138
17:35:40, 121
17:35:40, 92
17:35:40, 98
17:35:40, 112
17:35:40, 113
17:35:40, 112
17:35:40, 104
17:35:40, 89
17:35:40, 98
17:35:40, 117
17:35:40, 130
17:35:40, 123
17:35:40, 129
17:35:40, 155
17:35:40, 172
17:35:40, 178
17:35:40, 172
17:35:40, 162
17:35:40, 145
17:35:40, 128
17:35:40, 121
17:35:40, 93
17:35:40, 67
17:35:40, 57
17:35:40, 49
17:35:40, 9
17:35:40, -29
17:35:40, -17
17:35:40, 12
17:35:40, 35
17:35:40, 40
17:35:40, 33
17:35:40, 23
17:35:40, 26
17:35:40, 50
17:35:40, 64
17:35:40, 60
17:35:40, 66
17:35:40, 83
17:35:40, 71
17:35:40, 52
17:35:40, 85
17:35:40, 106
17:35:40, 87
17:35:40, 84
17:35:40, 67
17:35:40, 42
17:35:40, 68
17:35:40, 114
17:35:40, 125
17:35:40, 96
17:35:40, 73
17:35:40, 67
17:35:40, 56
17:35:40, 84
17:35:40, 101
17:35:40, 59
17:35:40, 22
17:35:40, 39
17:35:40, 68
17:35:40, 73
17:35:40, 50
17:35:40, 8
17:35:40, -3
17:35:40, 25
17:35:40, 57
17:35:40, 67
17:35:40, 52
17:35:40, 45
17:35:40, 67
17:35:40, 77
17:35:40, 66
17:35:40, 45
17:35:40, 34
17:35:40, 54
17:35:40, 80
17:35:40, 68
17:35:40, 50
17:35:40, 45
17:35:40, 43
17:35:40, 55
17:35:40, 59
17:35:40, 32
17:35:40, 7
17:35:40, 13
17:35:40, 23
17:35:40, 5
17:35:40, -9
17:35:40, -13
17:35:40, 4
17:35:40, 22
17:35:40, 10
17:35:40, 6
17:35:40, 11
17:35:40, 2
17:35:40, -10
17:35:40, 20
17:35:40, 51
17:35:40, 69
17:35:40, 89
17:35:40, 76
17:35:40, 42
17:35:40, 9
17:35:40, -7
17:35:40, -30
17:35:40, -35
17:35:40, -18
17:35:40, -41
